visitor_id,avg_ctr,click_count,impression_count
5964,0.125,1,8
5965,0.5,18,36
5966,0.68,17,25
5967,0.6168,66,107
5968,0.6111,22,36
5969,0.5349,23,43
5970,0.2333,7,30
5971,0.5789,11,19
5972,0.5263,10,19
5973,0.8261,19,23
5974,0.4815,13,27
5975,1.0,5,5
5976,0.3913,18,46
5977,0.1786,5,28
5978,0.3636,4,11
5979,0.3548,11,31
5980,1.0,4,4
5981,0.9,9,10
5982,0.5,19,38
5983,0.8,12,15
5984,0.8684,33,38
5985,0.7143,5,7
5986,0.4719,42,89
5987,0.5,9,18
5988,0.4783,11,23
5989,0.4,8,20
5990,0.4,2,5
5991,0.4694,23,49
5992,0.0,0,1
5993,0.7826,18,23
5995,0.6702,63,94
5996,0.1111,1,9
5997,0.1613,5,31
5998,0.375,3,8
5999,0.7143,10,14
6000,0.5,53,106
6001,0.75,3,4
6002,0.9663,86,89
6003,0.3548,11,31
6004,0.9091,10,11
6005,0.4615,6,13
6006,0.8,4,5
6007,0.5116,22,43
6008,0.7431,81,109
6009,0.7273,8,11
6010,0.5714,4,7
6011,0.5,2,4
6012,0.438,53,121
6013,0.2308,3,13
6014,0.875,14,16
6015,0.2842,27,95
6016,0.8667,13,15
6017,0.4595,68,148
6018,0.6667,10,15
6019,1.0,3,3
6020,0.2667,20,75
6021,0.622,51,82
6022,0.625,5,8
6023,0.8947,17,19
6024,0.8889,16,18
6025,0.6484,59,91
6026,0.7353,25,34
6027,0.8036,45,56
6028,0.5122,21,41
6029,0.65,13,20
6030,0.8125,13,16
6031,0.284,23,81
6032,1.0,4,4
6033,0.75,6,8
6034,0.4237,50,118
6035,0.5385,7,13
6036,0.6667,4,6
6037,0.8929,25,28
6038,0.5243,54,103
6039,0.9041,66,73
6040,0.5128,60,117
6041,0.8333,10,12
6042,1.0,6,6
6043,0.4667,7,15
6044,0.9459,35,37
6045,0.7353,50,68
6046,0.7429,26,35
6047,0.7681,53,69
6048,0.7,7,10
6049,0.6667,4,6
6050,0.1667,26,156
6051,0.4839,15,31
6052,0.5085,30,59
6053,0.3421,13,38
6054,0.75,9,12
6055,0.2,2,10
6056,0.5333,40,75
6057,0.3846,20,52
6058,0.4444,4,9
6059,0.8788,87,99
6060,0.6418,43,67
6061,0.5294,18,34
6062,0.2545,14,55
6063,0.4444,12,27
6064,0.4167,10,24
6065,0.6944,25,36
6066,0.15,3,20
6067,0.9333,28,30
6068,0.6163,53,86
6069,0.6111,11,18
6070,0.9231,12,13
6071,0.6,21,35
6072,0.5,16,32
6073,0.5238,33,63
6074,0.7966,47,59
6075,0.623,38,61
6076,0.6667,2,3
6077,0.6863,35,51
6078,0.9846,64,65
6079,0.9048,19,21
6080,0.625,5,8
6081,0.3553,27,76
6082,0.7304,84,115
6083,0.4444,20,45
6084,0.8333,5,6
6085,0.1849,27,146
6086,0.669,95,142
6087,0.5556,15,27
6088,0.8125,13,16
6089,1.0,13,13
6090,0.7143,20,28
6091,0.7,7,10
6092,0.8966,26,29
6093,0.3007,46,153
6094,0.3333,1,3
6095,0.5926,64,108
6096,0.7826,18,23
6097,0.4651,20,43
6098,0.8,8,10
6099,0.6667,138,207
6100,0.7586,22,29
6101,0.7143,5,7
6102,0.8182,27,33
6103,0.6757,25,37
6104,0.6667,8,12
6105,0.375,3,8
6106,0.8,4,5
6107,0.7,7,10
6108,0.7931,46,58
6109,1.0,32,32
6110,0.5714,20,35
6111,0.7473,68,91
6112,0.5328,73,137
6113,0.5179,29,56
6114,0.7674,66,86
6115,0.7931,23,29
6116,0.75,27,36
6117,0.7,28,40
6118,0.5,18,36
6119,0.52,13,25
6120,0.8667,13,15
6121,0.0,0,1
6122,0.0,0,6
6123,0.2308,3,13
6124,0.8571,6,7
6125,0.6667,4,6
6126,1.0,6,6
6127,0.4638,64,138
6128,0.5469,70,128
6129,0.2152,17,79
6130,0.8333,5,6
6131,0.8,8,10
6132,0.6207,36,58
6133,0.3333,7,21
6134,0.7143,10,14
6135,0.6897,20,29
6136,0.3929,11,28
6137,0.3871,12,31
6138,1.0,1,1
6139,0.4255,20,47
6140,0.1356,8,59
6141,0.8495,79,93
6142,0.4865,18,37
6143,0.3846,5,13
6144,0.5417,13,24
6145,0.5934,54,91
6146,0.7333,11,15
6147,0.7317,60,82
6148,0.7,7,10
6149,0.45,9,20
6150,0.6136,27,44
6151,0.9697,32,33
6152,0.1667,20,120
6153,0.5,4,8
6154,0.35,7,20
6155,0.8333,5,6
6156,0.9375,15,16
6157,0.4651,20,43
6158,0.9375,15,16
6159,0.9,9,10
6160,0.6984,44,63
6161,0.8,8,10
6162,0.6667,26,39
6163,0.6667,2,3
6164,0.8065,25,31
6165,0.3438,11,32
6166,0.6011,110,183
6167,0.3724,73,196
6168,0.3852,52,135
6169,0.4646,46,99
6170,0.9333,14,15
6171,1.0,23,23
6172,0.6667,6,9
6173,0.5429,19,35
6174,0.3333,1,3
6175,0.4444,48,108
6176,0.5455,6,11
6177,0.4897,71,145
6178,0.3333,24,72
6179,0.8889,8,9
6180,0.8571,30,35
6181,0.75,3,4
6182,0.9375,15,16
6183,0.6364,21,33
6184,1.0,6,6
6185,0.3333,1,3
6186,0.2308,6,26
6188,0.5604,51,91
6189,1.0,3,3
6190,0.8333,10,12
6191,0.9167,22,24
6192,0.7143,5,7
6193,0.5429,19,35
6194,0.6667,4,6
6195,0.5,13,26
6196,0.8261,19,23
6197,1.0,9,9
6198,0.439,18,41
6199,0.3333,5,15
6200,0.6374,58,91
6201,0.4667,7,15
6202,0.5333,16,30
6203,0.6364,28,44
6204,0.4444,4,9
6205,0.75,3,4
6206,0.3714,13,35
6207,0.5966,71,119
6208,0.5484,17,31
6209,0.9444,17,18
6210,0.625,5,8
6211,0.4667,7,15
6212,0.9091,10,11
6213,0.75,6,8
6214,1.0,4,4
6215,0.375,3,8
6217,0.825,33,40
6218,0.9167,11,12
6219,0.9167,11,12
6220,0.6923,9,13
6221,0.6379,37,58
6222,0.7143,15,21
6223,0.6316,12,19
6224,0.9667,29,30
6225,0.3291,26,79
6226,0.6522,15,23
6227,0.4815,13,27
6228,0.6,39,65
6229,0.7143,5,7
6230,0.5714,4,7
6231,0.5,5,10
6232,0.5874,84,143
6233,0.7143,30,42
6234,0.9167,11,12
6235,0.0392,2,51
6236,0.5938,38,64
6237,0.7049,43,61
6238,0.875,14,16
6239,0.8167,49,60
6240,1.0,2,2
6241,0.4783,22,46
6242,0.1429,2,14
6243,1.0,2,2
6244,0.6304,29,46
6245,0.8889,16,18
6246,0.2128,10,47
6247,0.6557,40,61
6248,0.25,1,4
6249,0.8333,5,6
6250,0.3333,3,9
6251,0.4545,5,11
6252,0.8085,38,47
6253,0.5526,21,38
6254,0.2923,19,65
6255,0.35,14,40
6256,1.0,2,2
6257,0.9118,31,34
6258,0.4286,3,7
6259,1.0,5,5
6260,0.6452,40,62
6261,0.7273,8,11
6262,0.3333,2,6
6263,0.6835,54,79
6264,0.5,10,20
6265,0.5,1,2
6266,0.3214,54,168
6267,0.5,2,4
6268,0.8636,19,22
6269,0.8,4,5
6270,0.6,3,5
6271,0.5,2,4
6272,0.7179,28,39
6273,0.6,18,30
6274,0.3673,18,49
6275,0.8125,13,16
6276,0.3061,30,98
6277,0.7273,24,33
6278,0.9091,20,22
6279,0.75,6,8
6280,0.25,1,4
6281,1.0,4,4
6282,0.7778,21,27
6283,1.0,2,2
6284,0.2041,20,98
6285,0.3333,2,6
6286,0.7667,23,30
6287,0.2414,7,29
6288,0.7059,24,34
6289,0.8649,32,37
6290,0.3438,11,32
6291,0.7,14,20
6292,0.25,1,4
6293,0.7,14,20
6294,0.7778,7,9
6295,1.0,3,3
6296,0.4524,19,42
6297,0.6667,6,9
6298,0.7931,23,29
6299,0.6102,36,59
6300,0.5349,23,43
6301,0.4444,4,9
6302,0.7647,13,17
6303,0.4545,5,11
6304,0.881,37,42
6306,0.5,4,8
6307,0.8,4,5
6308,0.8889,16,18
6309,0.9535,41,43
6310,0.5,1,2
6311,1.0,1,1
6312,0.0,0,1
6313,0.7692,20,26
6314,0.7382,141,191
6315,1.0,8,8
6316,0.7101,49,69
6317,0.5889,53,90
6318,0.5647,48,85
6319,0.7966,47,59
6320,0.75,69,92
6321,1.0,7,7
6322,0.5,10,20
6323,0.875,7,8
6324,0.5465,47,86
6325,1.0,10,10
6326,0.6596,62,94
6328,0.4615,18,39
6329,0.5385,21,39
6330,0.6604,35,53
6331,0.3273,18,55
6332,0.8621,25,29
6333,0.8462,33,39
6334,0.75,3,4
6335,0.2,2,10
6336,0.7273,8,11
6337,0.5584,43,77
6338,0.9444,17,18
6339,1.0,6,6
6340,0.6667,4,6
6341,0.5426,70,129
6342,0.8667,13,15
6343,0.6364,7,11
6344,0.7667,23,30
6345,1.0,14,14
6346,0.6897,20,29
6347,0.0,0,3
6348,0.4038,21,52
6349,0.3667,55,150
6350,0.6667,2,3
6351,0.8108,60,74
6352,0.1429,1,7
6353,1.0,2,2
6354,0.8214,23,28
6355,0.6667,4,6
6356,0.5208,25,48
6357,0.5833,21,36
6358,0.7292,35,48
6359,0.3056,11,36
6360,0.8571,12,14
6361,0.3924,31,79
6362,0.8,8,10
6363,0.25,2,8
6364,0.6094,39,64
6365,0.9167,11,12
6366,0.4449,105,236
6367,0.2903,18,62
6368,0.4607,41,89
6369,0.4228,52,123
6370,1.0,3,3
6371,0.7231,47,65
6372,0.65,13,20
6373,0.2422,62,256
6374,0.8478,39,46
6375,0.85,17,20
6376,0.375,3,8
6377,0.9231,36,39
6378,0.7143,10,14
6379,0.8065,25,31
6380,0.5,21,42
6381,0.931,27,29
6382,0.8,8,10
6383,0.6,36,60
6384,1.0,3,3
6385,0.4,2,5
6386,0.4783,11,23
6387,0.3778,34,90
6388,0.4796,47,98
6389,0.3966,23,58
6390,0.3067,23,75
6391,0.7342,58,79
6392,0.8,20,25
6393,0.913,21,23
6394,0.7419,23,31
6395,0.3226,10,31
6396,0.8,4,5
6397,1.0,9,9
6398,0.8333,5,6
6399,0.6667,4,6
6400,0.8571,12,14
6401,0.8333,15,18
6402,1.0,8,8
6403,0.88,22,25
6404,0.4318,19,44
6405,0.5432,44,81
6406,0.8824,15,17
6407,0.5,6,12
6408,1.0,7,7
6409,0.6522,45,69
6410,0.5,26,52
6411,0.6,3,5
6412,0.8519,23,27
6413,0.3182,7,22
6414,0.3016,19,63
6415,0.2927,12,41
6416,0.75,9,12
6417,0.7176,61,85
6418,0.6852,111,162
6419,0.6552,38,58
6420,0.8,24,30
6421,0.7083,17,24
6422,1.0,6,6
6423,1.0,10,10
6424,0.8125,13,16
6425,0.2712,16,59
6426,0.3333,6,18
6427,0.75,6,8
6428,1.0,5,5
6429,0.6154,16,26
6430,0.5,1,2
6431,0.8986,62,69
6432,0.8158,31,38
6433,0.3529,24,68
6434,1.0,2,2
6435,0.25,1,4
6436,0.5185,28,54
6437,0.2,2,10
6438,0.5455,6,11
6439,0.3333,1,3
6440,0.7391,34,46
6441,1.0,1,1
6442,0.6,24,40
6443,0.871,27,31
6444,0.3438,22,64
6445,0.7778,7,9
6446,0.4444,40,90
6447,0.542,71,131
6448,0.2609,30,115
6449,0.5,25,50
6450,0.5862,34,58
6451,0.1951,8,41
6452,0.6,6,10
6453,0.9,27,30
6454,0.3636,8,22
6455,1.0,12,12
6456,0.6364,7,11
6457,0.9231,12,13
6458,0.6818,15,22
6459,0.75,21,28
6460,0.2542,60,236
6461,0.5417,13,24
6462,0.5939,98,165
6463,0.7308,19,26
6464,0.9,18,20
6465,0.7273,48,66
6466,0.45,9,20
6467,0.619,39,63
6468,0.5946,22,37
6469,0.5897,23,39
6470,0.9167,11,12
6471,0.6667,10,15
6472,0.9375,15,16
6473,0.5556,20,36
6474,0.5,1,2
6475,0.625,25,40
6476,0.689,113,164
6477,0.6667,10,15
6478,0.2941,5,17
6479,0.931,27,29
6480,0.3739,43,115
6481,1.0,11,11
6482,0.4516,14,31
6483,0.5,2,4
6484,0.7692,10,13
6485,0.3824,13,34
6486,0.4524,57,126
6487,0.5833,7,12
6488,0.0,0,4
6489,0.6538,17,26
6490,0.8333,10,12
6491,0.4,4,10
6492,0.9,9,10
6493,0.9167,11,12
6494,0.5938,19,32
6495,0.8571,12,14
6496,0.5,4,8
6497,0.2903,27,93
6498,0.4,2,5
6499,0.4615,12,26
6500,0.7931,23,29
6501,0.6129,19,31
6502,1.0,9,9
6503,0.2692,7,26
6504,0.9524,20,21
6505,0.75,3,4
6506,0.541,33,61
6507,1.0,1,1
6508,0.8182,9,11
6509,0.8333,10,12
6510,0.9375,15,16
6511,0.1667,8,48
6512,0.5455,6,11
6513,0.6667,2,3
6514,0.2941,15,51
6515,0.5385,14,26
6516,0.8095,17,21
6517,0.3333,1,3
6518,0.55,11,20
6519,0.5789,22,38
6520,0.5263,10,19
6521,1.0,26,26
6522,0.6389,23,36
6523,1.0,6,6
6524,0.3846,5,13
6525,0.2,1,5
6526,0.3333,2,6
6527,0.4643,26,56
6528,0.7,21,30
6529,0.6667,8,12
6530,0.8621,25,29
6531,0.3023,13,43
6532,0.3043,14,46
6533,0.303,20,66
6534,0.8,32,40
6535,0.4433,43,97
6536,0.8,4,5
6537,0.75,3,4
6538,0.85,34,40
6539,0.3462,9,26
6540,0.5432,44,81
6541,0.8333,5,6
6542,1.0,1,1
6543,0.6667,24,36
6544,0.6667,6,9
6545,0.75,9,12
6546,0.4412,15,34
6547,0.8571,6,7
6548,0.4545,5,11
6549,0.9091,20,22
6550,0.7647,13,17
6551,0.6154,8,13
6552,1.0,50,50
6553,0.6154,48,78
6554,0.7333,11,15
6555,0.0,0,9
6556,0.6,3,5
6557,0.7143,5,7
6558,0.0,0,1
6559,0.3714,39,105
6560,0.4348,30,69
6561,0.4464,25,56
6562,0.8333,5,6
6563,1.0,6,6
6564,0.8077,21,26
6565,0.8298,39,47
6566,0.6,9,15
6567,0.2609,6,23
6568,0.9706,33,34
6569,0.369,31,84
6570,0.8958,43,48
6571,0.5493,39,71
6572,1.0,10,10
6573,0.3529,6,17
6574,0.2857,2,7
6575,0.6852,37,54
6576,0.6333,38,60
6577,0.2,1,5
6578,0.7455,82,110
6579,0.4211,8,19
6580,0.5098,26,51
6581,0.4848,16,33
6582,1.0,18,18
6584,0.6667,2,3
6585,0.7143,25,35
6586,0.7812,25,32
6587,0.76,19,25
6588,1.0,5,5
6589,1.0,2,2
6590,0.5833,7,12
6591,0.8571,6,7
6592,0.6667,2,3
6593,0.663,61,92
6594,0.7273,24,33
6595,0.6216,23,37
6596,0.7143,5,7
6597,0.1455,16,110
6598,0.3913,9,23
6599,0.5,3,6
6600,1.0,16,16
6601,0.875,7,8
6602,0.7471,65,87
6603,0.45,9,20
6604,0.7534,55,73
6605,0.6136,54,88
6606,0.0545,3,55
6607,0.7273,40,55
6608,0.4242,14,33
6609,0.8333,5,6
6610,0.75,3,4
6611,0.6018,68,113
6612,0.3333,5,15
6613,0.8667,26,30
6614,0.5714,16,28
6615,0.2,2,10
6616,0.6667,18,27
6617,0.6667,2,3
6618,0.7379,76,103
6619,1.0,4,4
6620,0.7,14,20
6621,0.4809,63,131
6622,0.4571,16,35
6623,0.8333,25,30
6624,0.4815,26,54
6625,0.4355,27,62
6626,0.1667,2,12
6627,0.6842,13,19
6628,0.3053,58,190
6629,0.6957,16,23
6630,0.3655,125,342
6631,0.75,6,8
6632,0.275,11,40
6633,0.6667,30,45
6634,0.6429,27,42
6635,0.4,4,10
6636,0.6682,149,223
6637,1.0,4,4
6638,0.4615,18,39
6639,0.4545,35,77
6640,0.6512,28,43
6641,0.7273,32,44
6642,1.0,2,2
6643,0.3382,23,68
6644,0.6452,20,31
6645,0.4478,30,67
6646,1.0,1,1
6647,0.88,44,50
6648,0.4167,5,12
6649,0.875,7,8
6650,0.675,27,40
6651,0.4085,29,71
6652,0.7188,23,32
6653,0.2941,5,17
6654,0.0,0,1
6655,0.7273,8,11
6656,0.7,21,30
6657,0.25,3,12
6658,0.6857,24,35
6659,0.0,0,3
6660,0.7273,40,55
6661,0.7667,46,60
6662,0.74,37,50
6663,0.4314,22,51
6664,0.4138,12,29
6665,0.75,3,4
6666,0.6667,6,9
6667,0.4688,30,64
6668,0.5,5,10
6669,0.6184,47,76
6670,0.65,39,60
6671,0.4815,13,27
6672,0.7059,12,17
6673,1.0,7,7
6674,0.9,9,10
6675,0.7083,17,24
6676,0.4338,59,136
6677,0.7045,31,44
6678,0.8929,25,28
6679,0.9048,19,21
6680,0.5,1,2
6681,0.0,0,3
6682,0.8261,19,23
6683,0.875,7,8
6684,0.5714,4,7
6685,0.9524,20,21
6686,0.8864,39,44
6687,0.8,4,5
6688,0.9286,13,14
6689,0.4444,8,18
6690,0.9333,14,15
6691,1.0,12,12
6692,0.2,2,10
6693,0.35,7,20
6694,1.0,3,3
6695,0.4,4,10
6696,0.8889,8,9
6697,0.6667,2,3
6698,1.0,1,1
6699,0.5714,8,14
6700,0.3333,9,27
6701,0.6364,7,11
6702,0.7778,14,18
6703,0.5,14,28
6704,0.5,9,18
6705,0.5652,13,23
6706,0.75,12,16
6707,0.8571,6,7
6708,0.4,6,15
6709,0.6582,52,79
6710,0.6667,6,9
6711,0.3784,14,37
6712,0.3333,8,24
6713,0.8333,15,18
6714,0.3333,5,15
6715,0.6667,28,42
6716,0.5,1,2
6717,1.0,5,5
6718,0.3529,12,34
6719,0.5514,161,292
6720,0.72,54,75
6721,0.7143,5,7
6722,0.4375,70,160
6723,1.0,3,3
6724,0.3333,1,3
6725,0.4231,11,26
6726,0.9091,10,11
6727,0.519,41,79
6728,0.4098,50,122
6729,0.275,11,40
6730,0.85,17,20
6731,0.9692,63,65
6732,0.5,25,50
6733,0.5,3,6
6734,0.75,18,24
6735,0.7586,22,29
6736,0.4643,13,28
6737,0.7407,20,27
6738,0.5,3,6
6739,0.3005,64,213
6740,0.6,6,10
6741,0.8571,12,14
6742,0.8421,16,19
6743,0.4676,65,139
6744,0.7283,67,92
6745,0.9259,25,27
6746,0.7778,7,9
6747,1.0,26,26
6748,0.1667,1,6
6749,0.4762,20,42
6750,1.0,7,7
6751,0.8,8,10
6752,0.75,3,4
6753,0.6923,9,13
6754,0.8571,6,7
6755,0.3214,18,56
6756,0.1429,1,7
6757,0.5897,23,39
6758,0.75,3,4
6759,0.4286,9,21
6760,0.8182,27,33
6761,1.0,8,8
6762,0.3636,4,11
6763,0.75,9,12
6764,0.8721,75,86
6765,0.5,13,26
6766,0.7143,15,21
6767,0.875,14,16
6768,0.4762,20,42
6769,0.5714,4,7
6770,0.6,21,35
6771,0.5833,7,12
6772,1.0,3,3
6773,0.25,29,116
6774,0.6429,45,70
6775,0.963,52,54
6776,0.7222,13,18
6777,0.9091,10,11
6778,0.5932,35,59
6779,0.5,10,20
6780,0.6667,2,3
6781,0.5714,24,42
6782,1.0,5,5
6783,0.4706,8,17
6784,0.5571,39,70
6785,0.5417,13,24
6786,0.875,7,8
6787,0.5128,20,39
6788,1.0,8,8
6789,0.625,5,8
6790,0.25,2,8
6791,0.7742,24,31
6792,0.4085,67,164
6793,0.9643,27,28
6794,0.6471,11,17
6795,0.5556,10,18
6796,1.0,4,4
6797,0.875,7,8
6798,0.375,3,8
6799,0.5,1,2
6800,0.3228,51,158
6801,0.6061,20,33
6802,1.0,30,30
6803,0.5229,57,109
6804,0.5441,37,68
6805,0.2273,5,22
6806,0.625,10,16
6807,0.1667,4,24
6808,0.7143,5,7
6809,1.0,2,2
6810,0.4231,11,26
6811,0.25,1,4
6812,0.6774,21,31
6813,0.64,32,50
6814,0.3766,29,77
6815,0.8333,20,24
6816,0.2857,2,7
6817,0.5,9,18
6818,0.1429,1,7
6819,0.7619,64,84
6820,0.4865,18,37
6821,0.5,10,20
6822,1.0,2,2
6823,0.7215,57,79
6824,0.8155,137,168
6825,0.7966,47,59
6826,0.5,8,16
6827,0.3621,21,58
6828,1.0,10,10
6829,0.7143,5,7
6830,0.6667,2,3
6831,0.6,3,5
6832,0.8824,15,17
6833,0.8421,16,19
6834,0.8,64,80
6835,0.6818,15,22
6836,0.7143,30,42
6837,0.186,8,43
6838,0.9524,20,21
6839,0.451,23,51
6840,0.9167,11,12
6841,0.8182,9,11
6842,0.7931,23,29
6843,0.4722,51,108
6844,0.0,0,4
6845,0.5965,34,57
6846,0.9,27,30
6847,0.6124,109,178
6848,0.2571,9,35
6849,0.1944,7,36
6850,0.4706,24,51
6851,0.6757,25,37
6852,0.9,9,10
6853,0.75,27,36
6854,0.8667,13,15
6855,0.8,4,5
6856,0.9091,10,11
6857,0.8333,5,6
6858,0.4,2,5
6859,0.5,12,24
6860,0.88,88,100
6861,0.8333,75,90
6862,0.5,1,2
6863,0.2,1,5
6864,0.5455,6,11
6865,0.5,2,4
6866,0.3333,1,3
6867,0.6667,2,3
6868,0.45,27,60
6869,0.2692,7,26
6870,0.8,12,15
6871,0.619,13,21
6872,0.5,4,8
6873,0.4923,96,195
6874,0.7258,45,62
6875,0.7241,21,29
6876,0.8,4,5
6877,0.7143,5,7
6878,0.6134,73,119
6879,0.3182,7,22
6880,0.7755,76,98
6881,0.322,38,118
6882,0.5417,13,24
6883,0.463,25,54
6884,0.5143,36,70
6885,0.4762,10,21
6886,0.4667,7,15
6887,0.4,16,40
6888,0.8298,39,47
6889,0.8154,53,65
6890,0.4902,25,51
6891,0.8235,14,17
6892,0.4068,24,59
6893,0.4333,13,30
6894,0.8,4,5
6895,0.25,4,16
6896,0.6667,2,3
6897,0.6562,21,32
6898,0.3846,10,26
6899,0.9107,51,56
6900,0.7143,5,7
6901,0.8,4,5
6902,0.6364,14,22
6903,0.8333,10,12
6904,0.7667,46,60
6905,0.6897,20,29
6906,0.8,16,20
6907,0.25,1,4
6908,0.6842,13,19
6909,0.8261,19,23
6910,0.717,38,53
6911,0.5455,6,11
6912,0.5758,38,66
6913,1.0,2,2
6914,0.0,0,4
6915,0.8529,29,34
6916,0.7143,10,14
6917,0.4675,72,154
6918,0.9286,26,28
6919,0.5,4,8
6920,0.5333,8,15
6921,0.4588,89,194
6922,0.25,13,52
6923,0.2381,5,21
6924,0.3636,28,77
6925,0.4091,9,22
6926,0.68,17,25
6927,0.72,18,25
6928,0.6,3,5
6929,0.3636,8,22
6930,0.5897,23,39
6931,0.8824,30,34
6932,0.125,3,24
6933,0.7097,22,31
6934,0.3269,17,52
6935,0.4762,10,21
6936,0.5161,16,31
6937,0.6,9,15
6938,0.4211,8,19
6939,0.5,3,6
6940,0.6923,54,78
6941,0.5,3,6
6942,0.3333,3,9
6943,0.7333,11,15
6944,0.875,14,16
6945,0.5,8,16
6946,0.1111,1,9
6947,0.3409,15,44
6948,0.5556,5,9
6949,0.6,3,5
6950,0.8,4,5
6951,1.0,11,11
6952,0.2828,56,198
6953,0.6389,23,36
6954,0.1905,4,21
6955,0.5172,15,29
6956,0.8462,22,26
6957,0.7368,28,38
6958,0.7885,41,52
6959,0.802,81,101
6960,0.2727,3,11
6961,0.8276,24,29
6962,0.0571,2,35
6963,0.7,7,10
6964,0.475,114,240
6965,0.5769,30,52
6966,0.9506,77,81
6967,0.5714,28,49
6968,1.0,2,2
6969,0.2,2,10
6970,1.0,4,4
6971,1.0,10,10
6972,0.8571,6,7
6973,0.6667,22,33
6974,0.6786,19,28
6975,0.2222,6,27
6976,0.3506,61,174
6977,1.0,6,6
6978,0.3467,69,199
6979,0.5,28,56
6980,0.3846,5,13
6981,1.0,2,2
6982,1.0,4,4
6983,0.6989,65,93
6984,0.6667,2,3
6985,0.6176,21,34
6986,0.0,0,4
6987,0.5,7,14
6988,0.3824,26,68
6989,0.3902,16,41
6990,0.25,1,4
6991,0.5556,5,9
6992,0.5294,9,17
6993,0.8966,26,29
6994,0.6667,2,3
6995,0.6667,24,36
6996,0.6452,20,31
6997,0.68,17,25
6998,0.7857,11,14
6999,0.4375,7,16
7000,0.7778,35,45
7001,0.8,4,5
7002,0.8438,27,32
7003,0.8,8,10
7004,0.0,0,2
7005,0.6,3,5
7006,0.2432,9,37
7007,0.68,17,25
7008,1.0,7,7
7009,0.875,7,8
7010,0.6031,79,131
7011,0.4286,6,14
7012,0.7727,17,22
7013,0.6667,6,9
7014,0.6667,2,3
7015,0.875,14,16
7016,0.8824,15,17
7017,0.1667,5,30
7018,0.4706,8,17
7019,0.76,19,25
7020,0.9474,18,19
7021,0.5393,48,89
7022,0.2903,9,31
7023,0.4,2,5
7024,0.1765,6,34
7025,0.9167,11,12
7026,0.5926,16,27
7027,1.0,2,2
7028,0.95,19,20
7029,0.8667,13,15
7030,0.6,12,20
7031,0.9259,25,27
7032,0.5181,43,83
7033,0.8,4,5
7034,0.35,7,20
7035,1.0,6,6
7036,0.5294,90,170
7037,0.8889,16,18
7038,0.8125,65,80
7039,0.5,3,6
7040,0.9474,18,19
7041,0.5556,10,18
7042,1.0,2,2
7043,0.3,3,10
7044,0.2553,12,47
7045,0.8667,13,15
7046,0.4412,15,34
7047,0.7778,42,54
7048,0.5674,80,141
7049,0.5806,18,31
7050,0.587,27,46
7051,0.8128,178,219
7052,0.3256,14,43
7053,0.7941,27,34
7054,0.9394,62,66
7055,0.5745,27,47
7056,0.5857,41,70
7057,0.3333,11,33
7058,0.3814,37,97
7059,0.5185,14,27
7060,0.7143,5,7
7061,0.9298,53,57
7062,0.7778,14,18
7063,0.8,4,5
7064,1.0,14,14
7065,0.4953,53,107
7066,0.6,3,5
7067,0.3186,65,204
7068,0.2692,7,26
7069,1.0,7,7
7070,0.5455,12,22
7071,1.0,6,6
7072,0.6429,18,28
7073,1.0,4,4
7074,1.0,12,12
7075,0.8333,10,12
7076,0.5,3,6
7077,0.8,64,80
7078,0.5349,23,43
7079,0.9167,11,12
7080,0.7059,24,34
7081,0.6304,29,46
7082,0.9,18,20
7083,0.7167,43,60
7084,0.65,13,20
7085,0.4366,31,71
7086,1.0,15,15
7087,0.3673,18,49
7088,0.8837,38,43
7089,1.0,8,8
7090,0.75,3,4
7091,0.8889,8,9
7092,0.6087,14,23
7093,0.7143,10,14
7094,0.8182,9,11
7095,0.6667,16,24
7096,0.875,14,16
7097,0.6098,50,82
7098,0.0,0,11
7099,0.4103,16,39
7100,0.9524,20,21
7101,0.9,9,10
7102,0.4524,19,42
7103,1.0,6,6
7104,0.7917,19,24
7105,0.6,18,30
7106,0.7619,16,21
7107,0.7349,61,83
7108,0.4286,21,49
7109,0.625,5,8
7110,0.7959,39,49
7111,0.8182,9,11
7112,0.3333,2,6
7113,0.5432,44,81
7114,0.6,3,5
7115,0.3333,34,102
7116,0.6286,22,35
7117,0.6632,63,95
7118,0.8571,6,7
7119,0.56,28,50
7120,0.8143,57,70
7121,0.7619,16,21
7122,0.5333,8,15
7123,0.7,77,110
7124,1.0,3,3
7125,0.4583,11,24
7126,0.6667,14,21
7127,0.5238,11,21
7128,0.6667,22,33
7129,0.68,17,25
7130,1.0,1,1
7131,0.3433,69,201
7132,0.6905,58,84
7133,0.8421,32,38
7134,0.5,3,6
7135,0.6977,30,43
7136,0.5,12,24
7137,0.525,21,40
7138,0.35,14,40
7139,0.3846,15,39
7140,0.3548,22,62
7141,0.3404,16,47
7142,0.6,6,10
7143,0.4,2,5
7144,0.8571,6,7
7145,0.4,4,10
7146,0.4091,18,44
7147,0.4571,16,35
7148,0.4407,26,59
7149,0.5806,18,31
7150,0.2,1,5
7151,0.12,3,25
7152,0.3182,7,22
7153,0.7143,5,7
7154,0.9211,35,38
7155,0.2933,22,75
7156,1.0,7,7
7157,0.4848,16,33
7158,1.0,17,17
7159,0.9091,110,121
7160,1.0,4,4
7161,0.4545,15,33
7162,0.6667,8,12
7163,0.9545,21,22
7164,0.5,5,10
7165,0.8182,54,66
7166,1.0,12,12
7167,1.0,3,3
