ad_id,title,release_year,categories,click_count,impression_count,ctr
377,Speed (1994),1994,Action|Romance|Thriller,9053,12966,0.6982
378,Speechless (1994),1994,Comedy|Romance,545,870,0.6264
379,Timecop (1994),1994,Action|Sci-Fi|Thriller,1165,2125,0.5481
380,True Lies (1994),1994,Action|Adventure|Comedy|Romance|Thriller,9364,13441,0.6967
381,When a Man Loves a Woman (1994),1994,Drama|Romance,1046,1572,0.6654
382,Wolf (1994),1994,Drama|Horror|Romance|Thriller,1198,1993,0.601
383,Wyatt Earp (1994),1994,Western,1089,1702,0.6396
384,Bad Company (1995),1995,Action|Crime|Drama,172,294,0.5849
385,"Man of No Importance, A (1994)",1994,Drama,19,26,0.7211
386,S.F.W. (1994),1994,Drama,97,176,0.5485
387,"Low Down Dirty Shame, A (1994)",1994,Action|Comedy,161,299,0.5379
388,Boys Life (1995),1995,Drama,123,176,0.6951
389,"Colonel Chabert, Le (1994)",1994,Drama|Romance|War,43,66,0.6512
390,Faster Pussycat! Kill! Kill! (1965),1965,Action|Crime|Drama,189,276,0.6847
391,Jason's Lyric (1994),1994,Crime|Drama,100,155,0.643
392,"Secret Adventures of Tom Thumb, The (1993)",1993,Adventure|Animation,71,106,0.6648
393,Street Fighter (1994),1994,Action|Adventure|Fantasy,433,1191,0.3633
394,Coldblooded (1995),1995,Comedy,33,50,0.6576
395,Desert Winds (1995),1995,Drama|Fantasy|Romance,1,1,0.6
396,Fall Time (1995),1995,Drama,4,8,0.45
397,"Fear, The (1995)",1995,Horror,21,50,0.419
398,Frank and Ollie (1995),1995,Documentary,11,18,0.6
399,Girl in the Cadillac (1995),1995,Drama,2,5,0.4
400,Homage (1995),1995,Drama,8,19,0.4125
401,Mirage (1995),1995,Action|Thriller,4,5,0.775
402,Open Season (1996),1996,Comedy,14,23,0.5929
403,Two Crimes (Dos crímenes) (1995),1995,Comedy|Crime|Drama,2,3,0.55
404,Brother Minister: The Assassination of Malcolm X (1994),1994,Documentary,24,37,0.6417
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1994,Action|Fantasy,772,1585,0.4869
406,Federal Hill (1994),1994,Drama,13,19,0.6538
407,In the Mouth of Madness (1995),1995,Horror|Thriller,384,610,0.6286
408,8 Seconds (1994),1994,Drama,148,230,0.6426
409,Above the Rim (1994),1994,Crime|Drama,84,141,0.5952
410,Addams Family Values (1993),1993,Children|Comedy|Fantasy,3972,6631,0.5989
411,Martin Lawrence: You So Crazy (1994),1994,Comedy|Documentary,22,45,0.4864
412,"Age of Innocence, The (1993)",1993,Drama,998,1397,0.7143
413,Airheads (1994),1994,Comedy,1338,2376,0.563
414,"Air Up There, The (1994)",1994,Comedy,187,348,0.5369
415,Another Stakeout (1993),1993,Comedy|Thriller,720,1276,0.564
416,Bad Girls (1994),1994,Western,388,709,0.5469
417,Barcelona (1994),1994,Comedy|Romance,732,1041,0.7027
418,Being Human (1993),1993,Drama,154,311,0.4948
419,"Beverly Hillbillies, The (1993)",1993,Comedy,989,1982,0.499
420,Beverly Hills Cop III (1994),1994,Action|Comedy|Crime|Thriller,3164,5768,0.5485
421,Black Beauty (1994),1994,Adventure|Children|Drama,386,571,0.6756
422,Blink (1994),1994,Thriller,327,499,0.655
423,Blown Away (1994),1994,Action|Thriller,531,877,0.6055
424,Blue Chips (1994),1994,Drama,156,285,0.5468
425,Blue Sky (1994),1994,Drama|Romance,209,305,0.6833
426,Body Snatchers (1993),1993,Horror|Sci-Fi|Thriller,741,1193,0.6208
427,Boxing Helena (1993),1993,Drama|Mystery|Romance|Thriller,736,1413,0.5207
428,"Bronx Tale, A (1993)",1993,Drama,1080,1408,0.7666
429,Cabin Boy (1994),1994,Comedy,320,687,0.4653
430,Calendar Girl (1993),1993,Comedy|Drama,53,111,0.4736
431,Carlito's Way (1993),1993,Crime|Drama,1907,2587,0.7369
432,City Slickers II: The Legend of Curly's Gold (1994),1994,Adventure|Comedy|Western,2737,4996,0.5478
433,Clean Slate (1994),1994,Comedy,263,449,0.5848
434,Cliffhanger (1993),1993,Action|Adventure|Thriller,5380,8789,0.6121
435,Coneheads (1993),1993,Comedy|Sci-Fi,2943,5688,0.5174
436,Color of Night (1994),1994,Drama|Thriller,259,516,0.5019
437,Cops and Robbersons (1994),1994,Comedy,379,743,0.5095
438,"Cowboy Way, The (1994)",1994,Action|Comedy|Drama,231,421,0.5476
439,Dangerous Game (1993),1993,Drama,7,16,0.4286
440,Dave (1993),1993,Comedy|Romance,4180,5799,0.7207
441,Dazed and Confused (1993),1993,Comedy,1775,2407,0.7371
442,Demolition Man (1993),1993,Action|Adventure|Sci-Fi,4001,6570,0.6089
443,"Endless Summer 2, The (1994)",1994,Adventure|Documentary,119,185,0.642
444,Even Cowgirls Get the Blues (1993),1993,Comedy|Romance,285,605,0.4709
445,Fatal Instinct (1993),1993,Comedy,392,673,0.5821
446,Farewell My Concubine (Ba wang bie ji) (1993),1993,Drama|Romance,847,1070,0.7915
447,"Favor, The (1994)",1994,Comedy|Romance,53,107,0.4925
448,Fearless (1993),1993,Drama,673,937,0.7178
449,Fear of a Black Hat (1994),1994,Comedy,155,221,0.6987
450,With Honors (1994),1994,Comedy|Drama,631,945,0.6675
451,Flesh and Bone (1993),1993,Drama|Mystery|Romance,159,264,0.6006
452,Widows' Peak (1994),1994,Drama,277,386,0.7173
453,For Love or Money (1993),1993,Comedy|Romance,218,352,0.6188
454,"Firm, The (1993)",1993,Drama|Thriller,5500,7844,0.7011
455,Free Willy (1993),1993,Adventure|Children|Drama,1800,3432,0.5243
456,Fresh (1994),1994,Crime|Drama|Thriller,199,257,0.7734
457,"Fugitive, The (1993)",1993,Thriller,10736,13507,0.7948
458,Geronimo: An American Legend (1993),1993,Drama|Western,231,363,0.6359
459,"Getaway, The (1994)",1994,Action|Adventure|Crime|Drama|Romance|Thriller,242,445,0.5438
460,Getting Even with Dad (1994),1994,Comedy,182,378,0.4808
461,Go Fish (1994),1994,Drama|Romance,192,280,0.6833
462,"Good Man in Africa, A (1994)",1994,Action|Adventure,41,78,0.522
463,Guilty as Sin (1993),1993,Crime|Drama|Thriller,93,163,0.5688
464,Hard Target (1993),1993,Action|Adventure|Crime|Thriller,696,1191,0.5843
465,Heaven & Earth (1993),1993,Action|Drama|War,152,232,0.6539
466,Hot Shots! Part Deux (1993),1993,Action|Comedy|War,2919,5015,0.5819
467,Live Nude Girls (1995),1995,Comedy,174,253,0.6874
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1995,Comedy|Romance,1564,2364,0.6616
469,"House of the Spirits, The (1993)",1993,Drama|Romance,293,461,0.6345
470,House Party 3 (1994),1994,Comedy,95,209,0.4537
471,"Hudsucker Proxy, The (1994)",1994,Comedy,2463,3367,0.7315
472,I'll Do Anything (1994),1994,Comedy|Drama,176,304,0.5778
473,In the Army Now (1994),1994,Comedy|War,314,673,0.4666
474,In the Line of Fire (1993),1993,Action|Thriller,4106,5514,0.7445
475,In the Name of the Father (1993),1993,Drama,1987,2524,0.787
476,"Inkwell, The (1994)",1994,Comedy|Drama,51,83,0.6118
477,What's Love Got to Do with It? (1993),1993,Drama|Musical,982,1386,0.7085
478,Jimmy Hollywood (1994),1994,Comedy|Crime|Drama,50,102,0.486
479,Judgment Night (1993),1993,Action|Crime|Thriller,277,484,0.5715
480,Jurassic Park (1993),1993,Action|Adventure|Sci-Fi|Thriller,13033,17771,0.7333
481,Kalifornia (1993),1993,Drama|Thriller,1182,1778,0.6647
482,Killing Zoe (1994),1994,Crime|Drama|Thriller,584,851,0.686
483,King of the Hill (1993),1993,Drama,119,158,0.7504
484,Lassie (1994),1994,Adventure|Children,162,293,0.5525
485,Last Action Hero (1993),1993,Action|Adventure|Comedy|Fantasy,2880,5178,0.5561
486,Life with Mikey (1993),1993,Comedy,123,242,0.5081
487,Lightning Jack (1994),1994,Comedy|Western,140,258,0.5414
488,M. Butterfly (1993),1993,Drama|Romance,120,171,0.6992
489,Made in America (1993),1993,Comedy,681,1243,0.5477
490,Malice (1993),1993,Thriller,704,1051,0.6695
491,"Man Without a Face, The (1993)",1993,Drama,1178,1737,0.6778
492,Manhattan Murder Mystery (1993),1993,Comedy|Mystery,689,947,0.7269
493,Menace II Society (1993),1993,Action|Crime|Drama,765,1053,0.7259
494,Executive Decision (1996),1996,Action|Adventure|Thriller,2592,3848,0.6735
495,In the Realm of the Senses (Ai no corrida) (1976),1976,Drama,127,191,0.6638
496,What Happened Was... (1994),1994,Comedy|Drama|Romance|Thriller,100,160,0.625
497,Much Ado About Nothing (1993),1993,Comedy|Romance,3047,3924,0.7765
498,Mr. Jones (1993),1993,Drama|Romance,87,161,0.5391
499,Mr. Wonderful (1993),1993,Comedy|Romance,84,155,0.5405
500,Mrs. Doubtfire (1993),1993,Comedy|Drama,7349,10853,0.6771
501,Naked (1993),1993,Drama,397,522,0.7602
502,"Next Karate Kid, The (1994)",1994,Action|Children|Romance,772,1679,0.4597
503,"New Age, The (1994)",1994,Drama,29,46,0.6207
504,No Escape (1994),1994,Action|Drama|Sci-Fi,237,425,0.557
505,North (1994),1994,Comedy,276,529,0.521
506,Orlando (1992),1992,Drama|Fantasy|Romance,299,432,0.6916
507,"Perfect World, A (1993)",1993,Crime|Drama|Thriller,700,994,0.7039
508,Philadelphia (1993),1993,Drama,4185,5459,0.7665
509,"Piano, The (1993)",1993,Drama|Romance,3720,5019,0.7411
510,Poetic Justice (1993),1993,Drama,186,347,0.536
511,"Program, The (1993)",1993,Action|Drama,370,597,0.6195
512,"Puppet Masters, The (1994)",1994,Horror|Sci-Fi,256,448,0.5703
513,Radioland Murders (1994),1994,Comedy|Mystery|Romance,135,233,0.577
514,"Ref, The (1994)",1994,Comedy,1038,1484,0.699
515,"Remains of the Day, The (1993)",1993,Drama|Romance,2286,2921,0.7825
516,Renaissance Man (1994),1994,Comedy|Drama,763,1239,0.6156
517,Rising Sun (1993),1993,Action|Drama|Mystery,755,1212,0.6225
518,"Road to Wellville, The (1994)",1994,Comedy,272,508,0.5349
519,RoboCop 3 (1993),1993,Action|Crime|Drama|Sci-Fi|Thriller,1048,2390,0.4385
520,Robin Hood: Men in Tights (1993),1993,Comedy,3147,5178,0.6078
521,Romeo Is Bleeding (1993),1993,Crime|Thriller,500,747,0.6686
522,Romper Stomper (1992),1992,Action|Drama,271,379,0.7137
523,Ruby in Paradise (1993),1993,Drama,201,278,0.7209
524,Rudy (1993),1993,Drama,1697,2399,0.7072
525,"Saint of Fort Washington, The (1993)",1993,Drama,36,50,0.7139
526,"Savage Nights (Nuits fauves, Les) (1992)",1992,Drama,39,56,0.6846
527,Schindler's List (1993),1993,Drama|War,11017,12802,0.8606
528,"Scout, The (1994)",1994,Comedy|Drama,194,337,0.5747
529,Searching for Bobby Fischer (1993),1993,Drama,2358,3076,0.7664
530,Second Best (1994),1994,Drama,6,10,0.55
531,"Secret Garden, The (1993)",1993,Children|Drama,1660,2378,0.698
532,Serial Mom (1994),1994,Comedy|Crime|Horror,1372,2231,0.6149
533,"Shadow, The (1994)",1994,Action|Adventure|Fantasy|Mystery,812,1386,0.5857
534,Shadowlands (1993),1993,Drama|Romance,1047,1350,0.7753
535,Short Cuts (1993),1993,Drama,1210,1599,0.7564
536,"Simple Twist of Fate, A (1994)",1994,Drama,161,248,0.6478
537,Sirens (1994),1994,Drama,758,1195,0.6343
538,Six Degrees of Separation (1993),1993,Drama,1069,1439,0.7428
539,Sleepless in Seattle (1993),1993,Comedy|Drama|Romance,6177,8822,0.7001
540,Sliver (1993),1993,Thriller,1094,1986,0.5507
541,Blade Runner (1982),1982,Action|Sci-Fi|Thriller,6635,8010,0.8283
542,Son in Law (1993),1993,Comedy|Drama|Romance,774,1357,0.57
543,So I Married an Axe Murderer (1993),1993,Comedy|Romance|Thriller,2681,4180,0.6413
544,Striking Distance (1993),1993,Action|Crime,482,820,0.5876
545,Harem (1985),1985,Drama,12,24,0.4917
546,Super Mario Bros. (1993),1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1275,3143,0.4056
547,Surviving the Game (1994),1994,Action|Adventure|Thriller,187,334,0.5583
548,Terminal Velocity (1994),1994,Action|Mystery|Thriller,619,1048,0.5901
549,Thirty-Two Short Films About Glenn Gould (1993),1993,Drama|Musical,324,410,0.7889
550,Threesome (1994),1994,Comedy|Romance,728,1188,0.6124
551,"Nightmare Before Christmas, The (1993)",1993,Animation|Children|Fantasy|Musical,4460,6009,0.7422
552,"Three Musketeers, The (1993)",1993,Action|Adventure|Comedy|Romance,2769,4298,0.6442
553,Tombstone (1993),1993,Action|Drama|Western,3208,4362,0.7353
554,Trial by Jury (1994),1994,Crime|Drama|Thriller,109,178,0.611
555,True Romance (1993),1993,Crime|Thriller,3312,4359,0.7598
556,"War Room, The (1993)",1993,Documentary,253,314,0.8055
558,"Pagemaster, The (1994)",1994,Action|Adventure|Animation|Children|Fantasy,325,603,0.5388
559,"Paris, France (1993)",1993,Comedy,10,18,0.54
560,"Beans of Egypt, Maine, The (1994)",1994,Drama,2,3,0.6
561,Killer (Bulletproof Heart) (1994),1994,Drama|Thriller,43,62,0.6837
562,Welcome to the Dollhouse (1995),1995,Comedy|Drama,1349,1798,0.7499
563,Germinal (1993),1993,Drama|Romance,82,122,0.6707
564,Chasers (1994),1994,Comedy,66,142,0.4621
565,Cronos (1993),1993,Drama|Horror,136,213,0.6382
566,Naked in New York (1994),1994,Comedy|Romance,34,66,0.5088
567,Kika (1993),1993,Comedy|Drama,87,123,0.7034
568,Bhaji on the Beach (1993),1993,Comedy|Drama,88,121,0.7216
569,Little Big League (1994),1994,Comedy|Drama,356,618,0.5753
570,"Slingshot, The (Kådisbellan) (1993)",1993,Comedy|Drama,50,67,0.74
571,"Wedding Gift, The (1994)",1994,Drama|Romance,41,59,0.6854
572,Foreign Student (1994),1994,Drama,7,12,0.5429
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",1992,Drama,44,62,0.7045
574,Spanking the Monkey (1994),1994,Comedy|Drama,291,434,0.6691
575,"Little Rascals, The (1994)",1994,Children|Comedy,548,927,0.5907
576,Fausto (1993),1993,Comedy,6,10,0.5833
577,Andre (1994),1994,Adventure|Children|Drama,132,230,0.5735
579,"Escort, The (Scorta, La) (1993)",1993,Crime|Thriller,7,11,0.6286
580,Princess Caraboo (1994),1994,Drama,141,233,0.6028
581,"Celluloid Closet, The (1995)",1995,Documentary,425,539,0.7882
582,Métisse (Café au Lait) (1993),1993,Comedy|Drama,34,50,0.6735
583,Dear Diary (Caro Diario) (1994),1994,Comedy|Drama,52,72,0.7154
584,I Don't Want to Talk About It (De eso no se habla) (1993),1993,Drama|Romance,7,12,0.5429
585,"Brady Bunch Movie, The (1995)",1995,Comedy,2087,3966,0.5261
586,Home Alone (1990),1990,Children|Comedy,6155,9965,0.6176
587,Ghost (1990),1990,Comedy|Drama|Fantasy|Romance|Thriller,6405,9329,0.6866
588,Aladdin (1992),1992,Adventure|Animation|Children|Comedy|Musical,8980,12223,0.7347
589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi,11483,14576,0.7878
590,Dances with Wolves (1990),1990,Adventure|Drama|Western,9497,12759,0.7443
591,Tough and Deadly (1995),1995,Action|Drama|Thriller,8,16,0.475
592,Batman (1989),1989,Action|Crime|Thriller,10028,14745,0.6801
593,"Silence of the Lambs, The (1991)",1991,Crime|Horror|Thriller,13692,16393,0.8352
594,Snow White and the Seven Dwarfs (1937),1937,Animation|Children|Drama|Fantasy|Musical,3902,5410,0.7212
595,Beauty and the Beast (1991),1991,Animation|Children|Fantasy|Musical|Romance|IMAX,7539,10325,0.7301
596,Pinocchio (1940),1940,Animation|Children|Fantasy|Musical,2765,3912,0.7067
597,Pretty Woman (1990),1990,Comedy|Romance,7314,10715,0.6826
598,Window to Paris (Okno v Parizh) (1994),1994,Comedy|Fantasy,39,55,0.7026
599,"Wild Bunch, The (1969)",1969,Adventure|Western,745,928,0.8023
600,Love and a .45 (1994),1994,Action|Comedy|Crime,66,114,0.5773
601,"Wooden Man's Bride, The (Yan shen) (1994)",1994,Drama,28,45,0.6214
602,"Great Day in Harlem, A (1994)",1994,Documentary,83,105,0.7904
603,"Bye Bye, Love (1995)",1995,Comedy,146,250,0.5822
604,Criminals (1996),1996,Documentary,1,5,0.2
605,One Fine Day (1996),1996,Drama|Romance,767,1169,0.6559
606,Candyman: Farewell to the Flesh (1995),1995,Fantasy|Horror,340,674,0.5044
607,Century (1993),1993,Drama,2,2,0.7
608,Fargo (1996),1996,Comedy|Crime|Drama|Thriller,9505,11609,0.8187
609,Homeward Bound II: Lost in San Francisco (1996),1996,Adventure|Children,561,942,0.595
610,Heavy Metal (1981),1981,Action|Adventure|Animation|Horror|Sci-Fi,1723,2566,0.6713
611,Hellraiser: Bloodline (1996),1996,Action|Horror|Sci-Fi,388,780,0.4974
612,"Pallbearer, The (1996)",1996,Comedy,369,658,0.5607
613,Jane Eyre (1996),1996,Drama|Romance,554,776,0.7132
614,Loaded (1994),1994,Drama|Thriller,37,58,0.6324
615,Bread and Chocolate (Pane e cioccolata) (1973),1973,Comedy|Drama,136,184,0.7375
616,"Aristocats, The (1970)",1970,Animation|Children,1726,2554,0.6758
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",1995,Comedy|Drama,119,169,0.7008
618,Two Much (1995),1995,Comedy|Romance,83,149,0.5554
619,Ed (1996),1996,Comedy,148,274,0.5399
620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),1991,Drama,8,11,0.675
621,My Favorite Season (1993),1993,Drama,81,111,0.7296
623,"Modern Affair, A (1995)",1995,Romance,7,12,0.5714
624,Condition Red (Beyond the Law) (1995),1995,Action|Drama|Thriller,12,24,0.5
625,Asfour Stah (1990),1990,Drama,3,5,0.6
626,"Thin Line Between Love and Hate, A (1996)",1996,Comedy,156,270,0.5769
627,"Last Supper, The (1995)",1995,Drama|Thriller,395,557,0.7089
628,Primal Fear (1996),1996,Crime|Drama|Mystery|Thriller,2458,3286,0.7478
629,Rude (1995),1995,Drama,7,8,0.8
630,Carried Away (1996),1996,Drama|Romance,55,86,0.6345
631,All Dogs Go to Heaven 2 (1996),1996,Adventure|Animation|Children|Fantasy|Musical|Romance,480,885,0.5421
632,Land and Freedom (Tierra y libertad) (1995),1995,Drama|War,80,101,0.7863
633,Denise Calls Up (1995),1995,Comedy,78,119,0.6526
634,Theodore Rex (1995),1995,Comedy,75,166,0.4493
635,"Family Thing, A (1996)",1996,Comedy|Drama,254,355,0.7154
636,Frisk (1995),1995,Drama,6,12,0.4667
637,Sgt. Bilko (1996),1996,Comedy,1246,2210,0.5636
638,Jack and Sarah (1995),1995,Romance,111,165,0.6694
639,Girl 6 (1996),1996,Comedy|Drama,248,415,0.5976
640,Diabolique (1996),1996,Drama|Thriller,696,1173,0.5931
641,"Little Indian, Big City (Un indien dans la ville) (1994)",1994,Adventure|Children|Comedy,18,41,0.4333
642,Roula (1995),1995,Drama,2,3,0.6
643,Peanuts - Die Bank zahlt alles (1996),1996,Comedy,5,10,0.46
644,Happy Weekend (1996),1996,Comedy,2,3,0.6
645,Nelly & Monsieur Arnaud (1995),1995,Drama,58,79,0.7328
647,Courage Under Fire (1996),1996,Action|Crime|Drama|War,1719,2408,0.7138
648,Mission: Impossible (1996),1996,Action|Adventure|Mystery|Thriller,8117,12041,0.6741
649,Cold Fever (Á köldum klaka) (1995),1995,Comedy|Drama,27,36,0.7444
650,Moll Flanders (1996),1996,Drama,297,436,0.6808
651,"Superweib, Das (1996)",1996,Comedy,10,17,0.58
652,"301, 302 (301/302) (1995)",1995,Horror|Mystery|Thriller,16,25,0.6188
653,Dragonheart (1996),1996,Action|Adventure|Fantasy,3148,4887,0.6442
654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996),1996,Drama|Romance,4,6,0.65
655,My Mother's Courage (Mutters Courage) (1995),1995,Comedy,3,4,0.6667
656,Eddie (1996),1996,Comedy,256,444,0.5754
657,Yankee Zulu (1994),1994,Comedy|Drama,10,21,0.46
658,Billy's Holiday (1995),1995,Drama|Musical,9,14,0.6333
659,Purple Noon (Plein soleil) (1960),1960,Crime|Drama|Thriller,99,134,0.7354
660,August (1996),1996,Drama,36,65,0.55
661,James and the Giant Peach (1996),1996,Adventure|Animation|Children|Fantasy|Musical,2153,3261,0.6601
662,Fear (1996),1996,Thriller,640,994,0.6434
663,Kids in the Hall: Brain Candy (1996),1996,Comedy,724,1063,0.6805
664,Faithful (1996),1996,Comedy,88,136,0.6466
665,Underground (1995),1995,Comedy|Drama|War,236,297,0.7928
666,All Things Fair (Lust och fägring stor) (1995),1995,Drama|Romance|War,36,51,0.7028
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),1996,Action,230,457,0.503
668,Song of the Little Road (Pather Panchali) (1955),1955,Drama,160,196,0.8156
670,"World of Apu, The (Apur Sansar) (1959)",1959,Drama,159,192,0.8277
671,Mystery Science Theater 3000: The Movie (1996),1996,Comedy|Sci-Fi,1382,1894,0.7294
672,Tarantella (1995),1995,Drama,4,7,0.525
673,Space Jam (1996),1996,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2192,4102,0.5343
674,Barbarella (1968),1968,Adventure|Comedy|Sci-Fi,745,1279,0.5824
675,Hostile Intentions (1994),1994,Action|Drama|Thriller,6,12,0.4667
676,They Bite (1996),1996,Comedy|Horror|Sci-Fi,7,11,0.6143
678,Some Folks Call It a Sling Blade (1993),1993,Drama|Thriller,620,756,0.8192
679,"Run of the Country, The (1995)",1995,Drama,23,33,0.6957
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",1965,Drama|Mystery|Romance|Sci-Fi|Thriller,269,385,0.697
681,Coup de torchon (Clean Slate) (1981),1981,Crime,75,103,0.7253
682,Tigrero: A Film That Was Never Made (1994),1994,Documentary|Drama,13,22,0.5769
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1993,Documentary,10,25,0.4
684,Windows (1980),1980,Drama,7,19,0.3571
685,It's My Party (1996),1996,Drama,128,191,0.6672
687,Country Life (1994),1994,Drama|Romance,31,50,0.6097
688,Operation Dumbo Drop (1995),1995,Action|Adventure|Comedy|War,654,1225,0.5336
690,"Promise, The (Versprechen, Das) (1995)",1995,Drama|Romance,24,42,0.5708
691,Mrs. Winterbourne (1996),1996,Comedy|Romance,254,407,0.6232
692,Solo (1996),1996,Action|Sci-Fi|Thriller,203,421,0.4818
693,Under the Domim Tree (Etz Hadomim Tafus) (1994),1994,Drama,5,8,0.56
694,"Substitute, The (1996)",1996,Action|Crime|Drama,612,1017,0.6013
695,True Crime (1996),1996,Mystery|Thriller,189,298,0.6333
696,Butterfly Kiss (1995),1995,Drama|Thriller,24,40,0.6
697,Feeling Minnesota (1996),1996,Drama|Romance,249,438,0.5675
698,Delta of Venus (1995),1995,Drama,37,69,0.5351
699,To Cross the Rubicon (1991),1991,Drama,5,11,0.44
700,Angus (1995),1995,Comedy,264,410,0.6436
701,Daens (1992),1992,Drama,24,38,0.6167
702,Faces (1968),1968,Drama,88,118,0.7409
703,Boys (1996),1996,Drama,85,150,0.5647
704,"Quest, The (1996)",1996,Action|Adventure,406,714,0.5682
705,Cosi (1996),1996,Comedy,97,131,0.7371
706,Sunset Park (1996),1996,Drama,64,108,0.5891
707,Mulholland Falls (1996),1996,Crime|Drama|Thriller,1005,1641,0.6122
708,"Truth About Cats & Dogs, The (1996)",1996,Comedy|Romance,3337,4922,0.6779
709,Oliver & Company (1988),1988,Adventure|Animation|Children|Comedy|Musical,583,888,0.6564
710,Celtic Pride (1996),1996,Comedy,280,506,0.5525
711,Flipper (1996),1996,Adventure|Children,461,850,0.5421
712,Captives (1994),1994,Crime|Drama|Romance|Thriller,33,45,0.7273
713,Of Love and Shadows (1994),1994,Drama,31,42,0.729
714,Dead Man (1995),1995,Drama|Mystery|Western,739,952,0.7758
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1995,Drama|Romance,129,182,0.7062
716,Switchblade Sisters (1975),1975,Crime,73,117,0.6192
717,Mouth to Mouth (Boca a boca) (1995),1995,Comedy,12,20,0.6
718,"Visitors, The (Visiteurs, Les) (1993)",1993,Comedy|Fantasy|Sci-Fi,193,271,0.7104
719,Multiplicity (1996),1996,Comedy,1683,2866,0.5872
720,Wallace & Gromit: The Best of Aardman Animation (1996),1996,Adventure|Animation|Comedy,1803,2223,0.8107
721,Halfmoon (Paul Bowles - Halbmond) (1995),1995,Drama,6,9,0.6333
722,"Haunted World of Edward D. Wood Jr., The (1996)",1996,Documentary,74,104,0.7095
723,Two Friends (1986),1986,Drama,7,12,0.5429
724,"Craft, The (1996)",1996,Drama|Fantasy|Horror|Thriller,1894,3122,0.6065
725,"Great White Hype, The (1996)",1996,Comedy,349,628,0.5556
726,Last Dance (1996),1996,Drama,131,215,0.6069
727,War Stories (1995),1995,Documentary,6,11,0.5333
728,Cold Comfort Farm (1995),1995,Comedy,778,1029,0.7559
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",1995,Drama,17,26,0.6412
730,Low Life (1994),1994,Drama,14,22,0.6143
731,Heaven's Prisoners (1996),1996,Crime|Thriller,199,353,0.5633
732,Original Gangstas (1996),1996,Crime,65,125,0.5185
733,"Rock, The (1996)",1996,Action|Adventure|Thriller,6837,9361,0.7303
734,Getting Away With Murder (1996),1996,Comedy,13,28,0.4615
735,Cemetery Man (Dellamorte Dellamore) (1994),1994,Horror,254,379,0.6697
736,Twister (1996),1996,Action|Adventure|Romance|Thriller,6990,10998,0.6355
737,Barb Wire (1996),1996,Action|Sci-Fi,930,2160,0.4304
738,"Garçu, Le (1995)",1995,Drama,8,12,0.65
739,Honey Moon (Honigmond) (1996),1996,Comedy,4,8,0.45
741,Ghost in the Shell (Kôkaku kidôtai) (1995),1995,Animation|Sci-Fi,1542,1959,0.7869
742,Thinner (1996),1996,Horror|Thriller,430,799,0.5381
743,Spy Hard (1996),1996,Comedy,1337,2424,0.5514
744,Brothers in Trouble (1995),1995,Drama,10,15,0.66
745,Wallace & Gromit: A Close Shave (1995),1995,Animation|Children|Comedy,2625,3154,0.8321
746,Force of Evil (1948),1948,Film-Noir,45,58,0.7711
747,"Stupids, The (1996)",1996,Comedy,222,469,0.4725
748,"Arrival, The (1996)",1996,Action|Sci-Fi|Thriller,1158,1866,0.6204
749,"Man from Down Under, The (1943)",1943,Drama,11,22,0.4818
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,Comedy|War,5151,6076,0.8477
751,Careful (1992),1992,Comedy|Horror,36,49,0.725
752,Vermont Is For Lovers (1992),1992,Comedy|Documentary|Romance,11,22,0.4909
753,"Month by the Lake, A (1995)",1995,Comedy|Drama|Romance,112,171,0.6545
754,Gold Diggers: The Secret of Bear Mountain (1995),1995,Adventure|Children,67,116,0.5731
755,Kim (1950),1950,Children|Drama,38,55,0.6895
756,Carmen Miranda: Bananas Is My Business (1994),1994,Documentary,21,35,0.5905
757,Ashes of Time (Dung che sai duk) (1994),1994,Drama,44,60,0.7295
758,"Jar, The (Khomreh) (1992)",1992,Drama,6,9,0.65
759,Maya Lin: A Strong Clear Vision (1994),1994,Documentary,90,114,0.7878
760,Stalingrad (1993),1993,Drama|War,182,246,0.7374
761,"Phantom, The (1996)",1996,Action|Adventure,789,1418,0.5561
762,Striptease (1996),1996,Comedy|Crime,2031,4206,0.4828
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",1996,Comedy|Drama,11,19,0.5545
764,Heavy (1995),1995,Drama|Romance,116,182,0.6371
765,Jack (1996),1996,Comedy|Drama,1063,1740,0.6106
766,I Shot Andy Warhol (1996),1996,Drama,395,579,0.6815
